 DIVIPOLA,"COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTERPERSONAL EN COLOMBIA AÑO 2021

CASOS Y TASAS X 100.00 HABITANTES",VIOLENCIA INTERPERSONAL (CASOS),VIOLENCIA INTERPERSONAL (CASOS).1,VIOLENCIA INTERPERSONAL (CASOS).2,VIOLENCIA INTERPERSONAL (CASOS).3,VIOLENCIA INTERPERSONAL (CASOS).4,VIOLENCIA INTERPERSONAL (CASOS).5,VIOLENCIA INTERPERSONAL (CASOS).6,VIOLENCIA INTERPERSONAL (TASAS),VIOLENCIA INTERPERSONAL (TASAS).1,VIOLENCIA INTERPERSONAL (TASAS).2,VIOLENCIA INTERPERSONAL (TASAS).3,VIOLENCIA INTERPERSONAL (TASAS).4,VIOLENCIA INTERPERSONAL (TASAS).5,VIOLENCIA INTERPERSONAL (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
70230,Chalán,-,3,3,-,3,3,6,0,171.72295363480254,120.09607686148918,0,203.66598778004072,138.31258644536655,128.56224555388903
70204,Coloso,-,2,2,1,1,2,4,0,62.57822277847309,43.066322136089575,76.33587786259542,34.50655624568668,47.52851711026616,45.187528242205154
70215,Corozal,6,31,37,2,16,18,55,57.1864277544796,124.84897301651228,104.75058037483721,19.443904335990666,60.98723079855156,49.28671175488075,76.55582311429087
70221,Coveñas,-,14,14,-,6,6,20,0,169.94416120417577,125.39184952978057,0,100.85728693898135,69.57328385899814,101.06624892617111
70233,El Roble,-,2,2,-,1,1,3,0,52.89605924358636,36.74444240308654,0,29.35995302407516,19.447685725398678,28.34199338686821
70235,Galeras,-,4,4,1,1,2,6,0,50.384179367678556,33.247444102734605,25.63445270443476,13.104442405975625,17.34304543877905,25.463650638713236
70400,La Unión,-,-,-,-,1,1,1,0,0,0,0,22.341376228775694,15.74555188159345,7.58955676988464
70418,Los Palmitos,3,7,10,4,6,10,20,77.63975155279502,83.14526665874807,81.41333550435562,111.01859561476549,72.05476161883031,83.82229673093043,82.60025606079378
70473,Morroa,-,3,3,-,5,5,8,0,55.28934758569849,37.32736095558044,0,89.11067545891997,62.16585851050603,49.75124378109452
70508,Ovejas,-,7,7,-,2,2,9,0,82.08255159474672,57.31597478097109,0,24.660912453760787,17.322016282695305,37.88038217096679
70523,Palmito,-,7,7,-,5,5,12,0,137.47054202670856,88.9453621346887,0,104.88777008600798,67.59497093416249,78.60090391039498
70670,Sampués,2,8,10,-,6,6,16,24.169184290030213,47.76974980593539,39.96483094876508,0,36.72869735553379,24.51080517995016,32.32257934183148
70678,San Benito Abad,-,7,7,-,2,2,9,0,65.98171363936281,44.376822619500444,0,21.1954217888936,13.879250520471896,29.817121653856347
70702,San Juan de Betulia,1,13,14,-,2,2,16,46.992481203007515,248.8038277511962,190.3984768121855,0,39.502271380604384,28.43332385555871,111.2115103913255
70742,San Luis de Sincé,4,10,14,-,7,7,21,81.54943934760449,87.7654906090925,85.89484017424381,0,61.788330832377085,43.63001745200698,64.9290418328541
70713,San Onofre,-,10,10,1,6,7,17,0,61.31583788092464,38.00836183960471,10.920607185759529,36.70622782332069,27.447751244951572,32.81029857371702
70717,San Pedro,1,3,4,1,1,2,6,32.87310979618672,44.50378282153983,40.88725339875294,33.80662609871535,14.85001485001485,20.63557573256294,30.80872913992298
70820,Santiago de Tolú,3,18,21,3,22,25,46,49.97501249375312,163.90457111637224,123.63850456284958,50.641458474004054,188.3884226751156,142.02931485058517,132.99794720559748
70001,Sincelejo,19,147,166,11,56,67,233,41.81338028169014,149.0947816826411,115.2497656819523,25.228200541259575,50.71315372424723,43.49886708174541,78.17165556159458
70771,Sucre,-,1,1,-,-,-,1,0,8.796622097114708,5.964096141229796,0,0,0,3.2011267966324146
70823,Tolú Viejo,-,17,17,1,4,5,22,0,218.7620640844164,148.5624399196015,29.06131938390003,51.86721991701245,44.83098717833767,97.36236502035759
73,Tolima,141,1754,1895,112,990,1102,2997,77.02434734156748,364.1920708285058,285.10259932327625,64.49569548818059,195.8185810075756,162.243733667047,223.00799614256437
73024,Alpujarra,-,8,8,-,7,7,15,0,472.25501770956316,347.22222222222223,0,433.43653250773997,323.1763619575254,335.5704697986577
73026,Alvarado,-,3,3,-,1,1,4,0,92.44992295839754,67.24949562878278,0,32.09242618741977,23.37540906965872,45.77182744021055
73030,Ambalema,-,8,8,-,2,2,10,0,324.14910858995137,239.02001792650134,0,83.68200836820083,61.881188118811885,151.99878400972793
73043,Anzoátegui,1,8,9,-,4,4,13,60.350030175015085,223.7762237762238,172.01834862385323,0,126.42225031605564,83.29862557267805,129.5594977077935
73055,Armero Guayabal,-,5,5,-,3,3,8,0,111.18523460084502,81.406707912732,0,66.1521499448732,50.5902192242833,66.26905235255136
73067,Ataco,-,21,21,2,11,13,34,0,321.24827902707665,208.664546899841,58.29204313611193,193.7984496124031,142.74733721313277,177.35120755307494
73124,Cajamarca,3,25,28,-,2,2,30,106.08203677510608,372.91169451073984,293.74737725556025,0,31.25,22.31644722160232,162.2147723586028
73148,Carmen de Apicalá,1,27,28,2,10,12,40,73.31378299120234,697.1340046475601,534.6572465151804,156.49452269170578,252.27043390514632,228.92025944296068,381.71581257753604
73152,Casabianca,-,2,2,-,-,-,2,0,83.57709987463436,59.13660555884093,0,0,0,31.670625494853525
73168,Chaparral,9,92,101,12,58,70,171,106.09454202522691,525.5641245358469,388.6409111897799,152.57469802924348,340.455505987321,281.11320830488734,336.02546719330303
73200,Coello,2,9,11,-,2,2,13,173.01038062283737,294.2137953579601,260.9727164887307,0,66.33499170812604,48.426150121065376,155.78190533253445
73217,Coyaima,2,44,46,3,12,15,61,54.21523448088912,563.3081551657918,400,84.24599831508003,160.17084890549918,135.70976205555053,270.47399459052014
73226,Cunday,1,13,14,-,1,1,15,83.82229673093043,407.77917189460476,319.5617438940881,0,35.1741118536757,24.912805181863476,178.67778439547348
73236,Dolores,-,11,11,-,5,5,16,0,356.33300939423384,258.762644083745,0,171.93947730398898,126.35835228708618,194.9317738791423
73268,Espinal,12,104,116,10,71,81,197,132.6259946949602,401.9013023147969,332.1403006442377,118.34319526627219,254.9737843855491,223.16508706193522,276.6038106738181
73270,Falan,1,10,11,1,3,4,15,99.10802775024777,351.98873636043646,285.7142857142857,96.61835748792271,118.95321173671688,112.4543154343548,202.5111381125962
73275,Flandes,-,25,25,5,34,39,64,0,243.73598518085208,177.11654268508678,140.964195094446,308.02681645225584,267.39801165581076,222.9965156794425
73283,Fresno,-,46,46,2,23,25,71,0,398.6826139712255,286.80092275079494,48.05382027871216,207.63744696217387,164.05275936741256,226.9966110365113
73319,Guamo,9,68,77,5,45,50,127,207.56457564575646,568.8948381159541,472.7116458960034,121.68410805548795,360.9818706882721,301.65912518853696,386.4410905550146
73347,Herveo,-,18,18,-,6,6,24,0,682.8528072837634,485.6988667026443,0,233.64485981308408,170.1162461015027,331.8125259228536
73349,Honda,1,37,38,2,33,35,73,34.758428919012864,403.2697547683923,315.30036508463326,73.58351729212656,335.3317752260949,278.6846086471853,296.6153346064768
73001,Ibagué,74,691,765,41,385,426,1191,113.2242912006365,357.21670802315964,295.59848066244973,65.02363053890316,174.30831292190535,150.03856625118428,219.44855948880095
73352,Icononzo,-,17,17,1,3,4,21,0,379.12578055307756,274.2377802871431,65.53079947575361,71.4115686741252,69.84459577440195,176.0858628207278
73408,Lérida,-,15,15,-,16,16,31,0,224.82014388489208,164.09583196586806,0,221.0860853945005,167.9261125104954,166.05067223739889
73411,Líbano,1,43,44,5,20,25,69,20.807324178110697,328.34453268173485,245.7825941235616,110.54609772275039,143.81246854102253,135.6483993488877,189.91522624683475
73449,Melgar,7,74,81,2,47,49,130,136.0808709175739,531.1131845259456,424.59506211668497,41.27115146512588,338.81199538638987,261.7801047120419,343.9608413811351
73461,Murillo,1,5,6,-,8,8,14,146.41288433382138,320.7184092366902,267.6181980374665,0,636.9426751592357,418.1913225300575,336.9434416365824
73483,Natagaima,-,16,16,1,12,13,29,0,292.6115581565472,217.95395722653592,54.61496450027307,216.5674066053059,176.342919153554,197.10460137293552
73504,Ortega,1,28,29,1,18,19,48,17.42767514813524,231.48148148148147,162.61074352360657,18.744142455482663,160.04267804747934,114.58207695091063,139.47001394700138
73520,Palocabildo,1,8,9,1,5,6,15,65.7030223390276,224.3409983174425,176.8867924528302,65.06180871828238,155.37600994406463,126.18296529968455,152.39256324291375
73547,Piedras,-,6,6,-,-,-,6,0,227.44503411675512,169.15703411333521,0,0,0,88.48252470137149
73555,Planadas,1,29,30,2,13,15,45,19.342359767891683,351.9844641339968,223.7303303751212,42.22972972972973,168.26300802485113,120.3659123736158,173.93993274322602
73563,Prado,-,8,8,-,4,4,12,0,254.5338848234171,183.95033340997932,0,136.51877133105802,97.79951100244497,142.19694276573054
73585,Purificación,2,25,27,-,13,13,40,64.45375443119562,291.4092551579438,231.12480739599386,0,145.41387024608503,109.04210702902196,169.46280291476023
73616,Rioblanco,2,20,22,2,11,13,35,43.29004329004329,274.80076944215443,184.90502605479912,46.2962962962963,170.22593624264934,120.57132257466148,154.320987654321
73622,Roncesvalles,-,3,3,2,-,2,5,0,154.71892728210418,102.98661174047373,230.6805074971165,0,77.48934521503294,91.00837277029487
73624,Rovira,2,41,43,4,15,19,62,56.80204487361545,542.830663312591,388.29691168502796,116.65208515602218,212.82633371169126,181.34962298367853,287.6896663727901
73671,Saldaña,3,22,25,-,12,12,37,150.52684395383844,428.4323271665044,350.72951739618406,0,217.70682148040638,162.46953696181964,254.9262780763401
73675,San Antonio,-,21,21,-,6,6,27,0,475.43581616481777,318.2782661412549,0,152.47776365946632,99.8834692858332,214.20071400237998
73678,San Luis,-,12,12,1,8,9,21,0,236.1739814997048,174.39325679407062,59.66587112171838,162.20600162206003,136.19854721549635,155.68240788790868
73443,San Sebastián de Mariquita,2,50,52,5,36,41,93,39.100684261974585,363.3720930232558,275.49668874172187,101.21457489878543,246.01927150960157,209.47223215654216,241.88514357053683
73686,Santa Isabel,-,3,3,-,1,1,4,0,143.81591562799616,99.40357852882703,0,54.02485143165856,37.43916136278548,70.31112673580594
73770,Suárez,-,2,2,-,4,4,6,0,132.80212483399734,102.1972406745018,0,285.30670470756064,219.05805038335157,158.60428231562253
73854,Valle de San Juan,2,12,14,-,7,7,21,281.29395218002816,593.7654626422562,512.4450951683748,0,372.9355354288759,264.85054861899357,390.69767441860466
73861,Venadillo,-,14,14,-,8,8,22,0,298.06259314456037,213.90374331550802,0,174.0265390472047,128.7415513356936,172.42730621522063
73870,Villahermosa,-,4,4,-,3,3,7,0,118.97679952409281,83.19467554076539,0,98.19967266775777,68.11989100817438,75.98784194528875
73873,Villarrica,-,1,1,-,2,2,3,0,51.20327700972862,38.08073115003808,0,118.48341232227489,85.17887563884157,60.313630880579005
76,Valle del Cauca,192,2510,2702,100,1190,1290,3992,30.43541667987648,164.94612307609407,125.52536453225542,16.17976364601266,66.62400490890147,53.656124139474315,87.6062598974006
76020,Alcalá,-,9,9,-,3,3,12,0,177.65495459928937,124.75741613529249,0,58.46813486649776,41.89359028068706,83.47826086956522
76036,Andalucía,-,9,9,-,3,3,12,0,115.72585830011573,82.16176739090743,0,34.41945846718678,25.50586634926033,52.826201796090864
76041,Ansermanuevo,-,4,4,-,4,4,8,0,67.71626883358726,45.714285714285715,0,66.4672648720505,46.1947107056242,45.95324257567925
76054,Argelia,-,2,2,-,1,1,3,0,103.84215991692626,72.93946024799416,0,60.24096385542169,40.600893219650835,57.636887608069166
76100,Bolívar,-,5,5,-,3,3,8,0,91.74311926605505,63.163213744315314,0,55.959709009513155,38.06140573458513,50.639321433092796
76109,Buenaventura,18,121,139,6,62,68,207,28.432425601819673,142.12554031197143,93.6380049042063,9.635303752950813,60.31539112585487,41.19614210245723,66.02702323385688
76113,Bugalagrande,-,12,12,-,3,3,15,0,138.36042891732964,99.2063492063492,0,32.48862897985705,23.99808015358771,60.983046713013785
76122,Caicedonia,3,22,25,1,10,11,36,77.74034724021767,213.4264648816453,176.46643608385685,26.867275658248257,92.72137227630968,75.82546356931137,125.54927809165098
76001,Cali,102,1345,1447,52,614,666,2113,35.23547313986065,176.36938699508528,137.5364157838958,18.182390354941237,66.258611461229,54.92045193099814,93.2995635717528
76126,Calima,1,12,13,-,2,2,15,38.684719535783366,183.68284096127354,142.57512612415002,0,29.864118261908313,21.63097555699762,81.68155086037899
76130,Candelaria,1,49,50,4,28,32,82,6.77323218639935,157.58667266996846,109.03222992716647,28.77076889879882,80.05718370264474,65.46912721469782,86.55632494511062
76147,Cartago,3,79,82,2,60,62,144,17.05417543061793,169.99483559993115,127.99900098340694,11.401208528103979,106.31323422577387,83.80756701226024,104.31607771547789
76233,Dagua,3,34,37,2,7,9,46,40.35512510088781,195.73978123200922,149.16948879213032,27.95638803466592,40.41337105247965,36.77221654749744,93.34605004159987
76243,El Águila,-,2,2,-,1,1,3,0,64.16426050689766,44.51368795904741,0,36.04902667627974,24.301336573511545,34.85130111524163
76246,El Cairo,-,1,1,-,-,-,1,0,40.27386226339106,28.39295854628052,0,0,0,15.288182235132243
76248,El Cerrito,3,44,47,1,12,13,60,37.151702786377705,226.6989540934618,171.0085868141464,12.461059190031152,54.714572314426405,43.39553359815736,104.45500600616285
76250,El Dovio,-,3,3,-,-,-,3,0,109.89010989010988,70.9891150023663,0,0,0,34.63403371045948
76275,Florida,3,29,32,4,14,18,50,33.3926981300089,150.75115662525343,113.39073739413911,47.1253534401508,64.92301984789464,59.89617995474511,85.80303056303948
76306,Ginebra,-,14,14,2,10,12,26,0,171.8634912840658,122.59194395796847,65.14657980456026,115.15430677107322,102.09290454313425,112.19470095797016
76318,Guacarí,1,21,22,1,17,18,40,20.04008016032064,185.84070796460176,135.05217925107428,20.907380305247752,134.0059908560618,103.03967027305514,118.48692200598359
76111,Guadalajara de Buga,5,104,109,3,35,38,147,28.985507246376812,233.51895096102032,176.41536917748357,17.56748843473678,68.93020324562787,56.0034191561169,113.39180339249764
76364,Jamundí,2,69,71,2,41,43,114,8.371002846140968,120.20487091042125,87.33731886732109,8.755417414525237,64.1206093021801,49.54773290315146,67.82524884131867
76377,La Cumbre,1,1,2,-,2,2,4,47.1253534401508,15.910898965791569,23.789699060306887,0,32.05641929796442,24.417043096081066,24.099289070972407
76400,La Unión,4,10,14,1,11,12,26,82.44023083264634,87.36676568233443,85.90011044299914,20.846362309776943,80.94186902133922,65.26350138684941,74.96035750324349
76403,La Victoria,1,1,2,-,1,1,3,68.4931506849315,23.99232245681382,35.536602700781806,0,21.01281781886951,15.865460891638904,25.144581342720645
76497,Obando,-,2,2,-,5,5,7,0,48.56726566294317,33.69839932603201,0,112.73957158962796,81.01101749837979,57.81779136037003
76520,Palmira,16,168,184,5,82,87,271,33.9335326928379,137.0723627848535,108.41769093887362,10.891585161304377,58.305721071118754,46.63754053981613,76.06825371429214
76563,Pradera,2,28,30,3,14,17,47,27.023375219564922,178.24177223247818,129.81393336218088,40.28467839398415,78.35674707561427,67.15651418187565,97.05930943333884
76606,Restrepo,-,5,5,-,-,-,5,0,94.53582907922103,65.78081831337983,0,0,0,32.49707526322631
76616,Riofrío,2,6,8,1,4,5,13,83.82229673093043,112.61261261261261,103.70754472387866,44.603033006244424,71.55635062611806,63.84065372829418,83.62279686092886
76622,Roldanillo,-,25,25,-,15,15,40,0,201.3206635529071,143.0615164520744,0,102.42403550699898,76.88759034291866,108.1548777849881
76670,San Pedro,-,13,13,-,3,3,16,0,220.4136995591726,152.40328253223916,0,47.192071731949035,34.21923120793886,92.50158987107591
76736,Sevilla,3,46,49,2,19,21,70,54.269175108538356,308.95291826180403,239.99608169662537,38.087983241287375,120.97287660766587,100.20518203941403,169.1883791753275
76823,Toro,-,1,1,-,2,2,3,0,20.885547201336674,14.402995823131212,0,37.19546215361726,26.58513890735079,20.73828287017835
76828,Trujillo,-,2,2,-,4,4,6,0,30.637254901960784,20.933640360058615,0,60.32272658724174,41.97271773347324,31.439949696080486
76834,Tuluá,11,77,88,4,35,39,127,35.7398141529664,105.274671187553,84.6805234795997,13.384641124309853,40.59053428740418,33.588259611409676,57.71887725421757
76845,Ulloa,-,1,1,-,-,-,1,0,50.89058524173028,35.637918745545264,0,0,0,18.484288354898336
76863,Versalles,-,1,1,-,2,2,3,0,40.6669377795852,29.30832356389214,0,76.74597083653109,55.94405594405595,42.93688278231001
76869,Vijes,-,10,10,-,3,3,13,0,211.05951878429718,152.5320317266626,0,63.70779358674878,46.89698296076286,100.36285030494865
76890,Yotoco,-,11,11,-,9,9,20,0,188.5498800137127,135.2680767338908,0,152.05271160669034,110.40235525024535,122.81994595922379
76892,Yumbo,3,82,85,2,37,39,124,18.898828272647098,218.92938192497664,159.38795027095952,12.88244766505636,88.45537784790456,67.99874463856052,112.03165797818997
76895,Zarzal,4,30,34,2,12,14,48,65.44502617801048,214.08691928923142,168.944099378882,32.25286244154169,73.57900545710957,62.19458018658374,112.58355810953441
97,Vaupés,8,65,73,1,28,29,102,66.11023882323775,526.2305699481865,298.5318774792459,8.430992327796982,266.819134743663,129.7248937597853,217.91146812510684
97161,Carurú,1,2,3,-,-,-,3,115.47344110854503,213.44717182497334,166.38935108153078,0,0,0,89.57897879964169
97001,Mitú,7,60,67,1,26,27,94,81.56606851549756,646.2035541195477,374.9930038618682,11.876484560570072,324.18952618453864,164.23357664233578,273.996560468709
97666,Taraira,-,3,3,-,2,2,5,0,483.0917874396135,230.59185242121444,0,350.87719298245617,162.20600162206003,197.31649565903712
99,Vichada,-,27,27,-,8,8,35,0,77.66655160510874,44.76721050537206,0,26.59132458035566,14.747903032537563,30.55247605995269
99773,Cumaribo,-,2,2,-,-,-,2,0,8.629244509643181,4.720098178042104,0,0,0,2.500500100020004
99524,La Primavera,-,2,2,-,-,-,2,0,62.15040397762585,39.13128546272745,0,0,0,20.527558246946526
99001,Puerto Carreño,-,22,22,-,8,8,30,0,315.4121863799283,206.94196218605964,0,122.98232129131438,80.42625917362018,145.78676256195936
99624,Santa Rosalía,-,1,1,-,-,-,1,0,71.73601147776183,45.49590536851684,0,0,0,23.51834430856068
999,Sin información,1,2,3,-,2,2,5,,,,,,,
999,Sin información,1,2,3,-,2,2,5,,,,,,,
0,TOTAL,3104,42819,45923,1923,19661,21584,67507,42.552619796454806,243.04489119002997,184.33917058652835,27.489626704306822,102.71184664469845,82.57940663803909,132.2383228920292
Casos sin información: No aplican para el cálculo de tasas,,,,,,,,,,,,,,,
"Tasas calculadas con base en las proyecciones de la población, DANE 2019 - 2023.",,,,,,,,,,,,,,,
FUENTE: Instituto Nacional de Medicina Legal y Ciencias Forenses - INMLCF,,,,,,,,,,,,,,,
Grupo: Centro de Referencia Nacional Sobre la Violencia - GCERN,,,,,,,,,,,,,,,
Base: Sistema de Información de Clínica y Odontología Forense - SICLICO ,,,,,,,,,,,,,,,
