CASOS Y TASAS X 100.00 HABITANTES",VIOLENTA - PRESUNTO HOMICIDIO (CASOS),VIOLENTA - PRESUNTO HOMICIDIO (CASOS).1,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).2,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).3,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).4,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).5,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).6,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).7,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).8,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).9,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).10,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).11,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).12,VIOLENTA - PRESUNTO HOMICIDIO (TASAS),VIOLENTA - PRESUNTO HOMICIDIO (TASAS).1,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).2,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).3,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).4,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).5,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).6,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).7,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).8,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).9,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).10,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).11,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).12
CÓDIGOS,SEXO,Hombre,Hombre,Hombre,HOMBRE,Mujer,Mujer,Mujer,MUJER,Indeterminado,Indeterminado,Indeterminado,INDETERMINADO,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),Indeterminado (Tasa x 100.000 Hab.),Indeterminado (Tasa x 100.000 Hab.),Indeterminado (Tasa x 100.000 Hab.),INDETERMINADO (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,(TASA X 100.000 HAB.)
27250,El Litoral del San Juan,1,6,-,7,-,-,-,-,-,-,-,-,7,18.74062968515742,94.08812921436412,-,59.7626568769743,0,0,-,0,-,-,-,-,30.329289428076255
27361,Istmina,-,4,-,4,-,3,-,3,-,-,-,-,7,0,43.02463160159191,-,26.679116921229905,0,28.71362940275651,-,18.67762420620097,-,-,-,-,22.540653678956687
27413,Lloró,-,1,-,1,-,1,-,1,-,-,-,-,2,0,37.32736095558044,-,19.904458598726116,0,41.459369817578775,-,20.12477359629704,-,-,-,-,20.014009806864806
27491,Nóvita,-,1,-,1,-,-,-,-,-,-,-,-,1,0,35.44842254519674,-,21.810250817884405,0,0,-,0,-,-,-,-,10.894432944765226
27001,Quibdó,19,128,-,147,4,6,-,10,-,-,-,-,157,79.0086493679308,348.26141372367636,-,241.76836288279992,16.573441060700226,12.779824916398647,-,14.06786337291092,-,-,-,-,119.04220311481127
27600,Río Quito,3,3,-,6,-,-,-,-,-,-,-,-,6,180.3968731208659,125.78616352201257,-,148.22134387351778,0,0,-,0,-,-,-,-,70.4390702042733
27615,Riosucio,-,8,-,8,-,1,-,1,-,-,-,-,9,0,38.98255530650034,-,26.633818290774713,0,5.926979611190138,-,3.89817955015008,-,-,-,-,16.160890644639974
27787,Tadó,-,4,-,4,-,-,-,-,-,-,-,-,4,0,79.76071784646061,-,47.539814594723076,0,0,-,0,-,-,-,-,22.150847269908073
27800,Unguía,-,2,-,2,-,-,-,-,-,-,-,-,2,0,49.59087527894867,-,29.97152704930316,0,0,-,0,-,-,-,-,15.472690700912887
23,Córdoba,8,241,-,249,4,16,-,20,-,-,-,-,269,2.67710738547,39.00105513227992,-,27.160811639225884,1.4007220722282336,2.4931943585244656,-,2.1567667478329886,-,-,-,-,14.58725128465421
23068,Ayapel,-,1,-,1,2,-,-,2,-,-,-,-,3,0,6.5333856004181365,-,4.135307253328922,23.70791844476055,0,-,8.528420962858727,-,-,-,-,6.298154640690278
23162,Cereté,-,17,-,17,-,1,-,1,-,-,-,-,18,0,44.73095645309828,-,31.817926594171702,0,2.4440316746505033,-,1.789869339538214,-,-,-,-,16.468586171877146
23182,Chinú,-,6,-,6,-,-,-,-,-,-,-,-,6,0,33.2409972299169,-,24.0452049853725,0,0,-,0,-,-,-,-,12.221950623319481
23189,Ciénaga de Oro,-,1,-,1,-,-,-,-,-,-,-,-,1,0,4.650730164635848,-,3.249601923764339,0,0,-,0,-,-,-,-,1.638914383112626
23300,Cotorra,-,1,-,1,-,-,-,-,-,-,-,-,1,0,14.467592592592592,-,10.13890297069857,0,0,-,0,-,-,-,-,5.0730519480519485
23350,La Apartada,-,11,-,11,-,-,-,-,-,-,-,-,11,0,217.64938662445584,-,142.80150590678957,0,0,-,0,-,-,-,-,71.69860513622734
23417,Lorica,-,26,-,26,-,-,-,-,-,-,-,-,26,0,65.92124946122055,-,45.57325901386479,0,0,-,0,-,-,-,-,22.33600219923714
23419,Los Córdobas,1,1,-,2,-,1,-,1,-,-,-,-,3,29.42041776993233,15.353907569476432,-,20.177562550443906,0,16,-,10.455876202425763,-,-,-,-,15.403573629081947
23464,Momil,-,6,-,6,-,-,-,-,-,-,-,-,6,0,84.6620572879921,-,59.36479667557139,0,0,-,0,-,-,-,-,29.57850628543259
23466,Montelíbano,2,37,-,39,-,2,-,2,-,-,-,-,41,12.973533990659055,137.21490821435194,-,92.02236851419268,0,6.825239736545746,-,4.522635792139659,-,-,-,-,47.342470815098785
23001,Montería,3,59,-,62,1,6,-,7,-,-,-,-,69,3.9583058450982977,34.35965826699202,-,25.05020141170006,1.3754968982544944,3.1686682087518614,-,2.671194978153441,-,-,-,-,13.541147425808251
23555,Planeta Rica,-,6,-,6,-,-,-,-,-,-,-,-,6,0,27.75079783543777,-,18.6956657214969,0,0,-,0,-,-,-,-,9.187657912870378
23574,Puerto Escondido,-,-,-,-,1,1,-,2,-,-,-,-,2,0,0,-,0,24.715768660405335,12.725884448969204,-,16.801075268817204,-,-,-,-,8.140670791273202
23580,Puerto Libertador,-,17,-,17,-,1,-,1,-,-,-,-,18,0,122.39902080783352,-,75.10824423433772,0,7.664597225415804,-,4.694174529409004,-,-,-,-,40.96774927737442
23586,Purísima de la Concepción,1,4,-,5,-,-,-,-,-,-,-,-,5,34.50655624568668,65.90871642774756,-,55.760008921601425,0,0,-,0,-,-,-,-,28.199199142744344
23660,Sahagún,-,15,-,15,-,2,-,2,-,-,-,-,17,0,38.74867608690036,-,27.22471277928018,0,4.970178926441352,-,3.569006745422749,-,-,-,-,15.296711207090475
23670,San Andrés de Sotavento,-,1,-,1,-,-,-,-,-,-,-,-,1,0,6.177033788374823,-,3.9720368605020657,0,0,-,0,-,-,-,-,2.0646653177519925
23672,San Antero,-,4,-,4,-,-,-,-,-,-,-,-,4,0,35.10927762661283,-,22.881986156398376,0,0,-,0,-,-,-,-,11.322463768115941
23675,San Bernardo del Viento,-,4,-,4,-,-,-,-,-,-,-,-,4,0,32.38604161606347,-,21.359534362150907,0,0,-,0,-,-,-,-,10.701482155278505
23678,San Carlos,-,1,-,1,-,-,-,-,-,-,-,-,1,0,10.413412475268146,-,7.105805443046969,0,0,-,0,-,-,-,-,3.6243702656663404
23682,San José de Uré,-,3,-,3,-,-,-,-,-,-,-,-,3,0,69.39625260235947,-,41.197473221642404,0,0,-,0,-,-,-,-,21.536252692031585
23686,San Pelayo,-,4,-,4,-,-,-,-,-,-,-,-,4,0,20.605810838656502,-,14.821402104639098,0,0,-,0,-,-,-,-,7.48685121754918
23807,Tierralta,1,11,-,12,-,2,-,2,-,-,-,-,14,5.240540823813017,37.52601234946952,-,24.795949994834174,0,6.905600441958429,-,4.203623523477237,-,-,-,-,14.587436049722319
23815,Tuchín,-,2,-,2,-,-,-,-,-,-,-,-,2,0,11.89980365323972,-,6.985679357317499,0,0,-,0,-,-,-,-,3.60893572485474
23855,Valencia,-,3,-,3,-,-,-,-,-,-,-,-,3,0,25.136154168412233,-,16.39792292976223,0,0,-,0,-,-,-,-,8.187772925764191
25,Cundinamarca,10,364,-,374,1,36,-,37,-,-,-,-,411,2.136113128551288,30.37456680777489,-,22.44209609177497,0.22362409683817888,2.8604778110352465,-,2.1691846796935,-,-,-,-,12.187813313540246
25035,Anapoima,-,1,-,1,-,-,-,-,-,-,-,-,1,0,16.257519102584943,-,12.08313194780087,0,0,-,0,-,-,-,-,5.987306909352173
25040,Anolaima,-,1,-,1,-,-,-,-,-,-,-,-,1,0,17.1939477303989,-,12.810658467845247,0,0,-,0,-,-,-,-,6.598046978094485
25599,Apulo,-,1,-,1,-,-,-,-,-,-,-,-,1,0,29.30832356389214,-,21.427040925648168,0,0,-,0,-,-,-,-,10.996261271167803
25053,Arbeláez,-,1,-,1,-,-,-,-,-,-,-,-,1,0,22.79981760145919,-,17.310022503029252,0,0,-,0,-,-,-,-,8.77654906090925
25099,Bojacá,-,1,-,1,-,-,-,-,-,-,-,-,1,0,24.4140625,-,17.310022503029252,0,0,-,0,-,-,-,-,8.669267446900736
25123,Cachipay,-,2,-,2,-,-,-,-,-,-,-,-,2,0,47.14757190004715,-,35.373187124159884,0,0,-,0,-,-,-,-,17.972681524083395
25126,Cajicá,-,4,-,4,-,-,-,-,-,-,-,-,4,0,12.080942313500454,-,8.626266982963122,0,0,-,0,-,-,-,-,4.137445954612218
25151,Cáqueza,-,2,-,2,-,-,-,-,-,-,-,-,2,0,29.77963073257892,-,21.08370229812355,0,0,-,0,-,-,-,-,10.712946595961219
25175,Chía,-,9,-,9,-,-,-,-,-,-,-,-,9,0,16.05967059831195,-,11.968562575634666,0,0,-,0,-,-,-,-,5.786255713927518
25178,Chipaque,-,1,-,1,-,1,-,1,-,-,-,-,2,0,26.78093197643278,-,18.889308651303363,0,27.063599458728014,-,19.36858415649816,-,-,-,-,19.12594434350196
25181,Choachí,-,1,-,1,-,-,-,-,-,-,-,-,1,0,22.951572182694516,-,16.801075268817204,0,0,-,0,-,-,-,-,8.34306691139663
25183,Chocontá,-,1,-,1,-,-,-,-,-,-,-,-,1,0,12.71617497456765,-,8.618460742911317,0,0,-,0,-,-,-,-,4.317230065190174
25214,Cota,-,2,-,2,-,-,-,-,-,-,-,-,2,0,14.958863126402393,-,10.57250092509383,0,0,-,0,-,-,-,-,5.198991395669241
25245,El Colegio,-,2,-,2,-,-,-,-,-,-,-,-,2,0,19.934217083624038,-,14.949917775452235,0,0,-,0,-,-,-,-,7.348618459729571
25260,El Rosal,-,3,-,3,-,-,-,-,-,-,-,-,3,0,33.90596745027125,-,23.11604253351826,0,0,-,0,-,-,-,-,11.647319175369802
25269,Facatativá,1,16,-,17,-,1,-,1,-,-,-,-,18,4.475274110539271,28.111603064164736,-,21.44812707384464,0,1.63521601203519,-,1.2056327160493827,-,-,-,-,11.097068524398138
25279,Fómeque,-,1,-,1,-,-,-,-,-,-,-,-,1,0,20.59308072487644,-,14.641288433382137,0,0,-,0,-,-,-,-,7.5125835774922995
25286,Funza,-,8,-,8,-,1,-,1,-,-,-,-,9,0,20.587781151886357,-,15.011634016362681,0,2.3942920078532777,-,1.786065119934273,-,-,-,-,8.235649380953687
25290,Fusagasugá,-,19,-,19,-,-,-,-,-,-,-,-,19,0,33.012475240643575,-,24.66763606148733,0,0,-,0,-,-,-,-,11.853071817138293
25295,Gachancipá,-,2,-,2,-,-,-,-,-,-,-,-,2,0,28.814291888776836,-,19.85308715505261,0,0,-,0,-,-,-,-,9.925558312655086
25307,Girardot,2,41,-,43,-,4,-,4,-,-,-,-,47,14.425851125216386,98.16127178701399,-,77.2936439459304,0,8.811931355054744,-,6.835269993164729,-,-,-,-,41.17317261195599
25317,Guachetá,-,1,-,1,-,-,-,-,-,-,-,-,1,0,20.128824476650564,-,13.26259946949602,0,0,-,0,-,-,-,-,6.7535625042209775
25320,Guaduas,-,4,-,4,-,-,-,-,-,-,-,-,4,0,26.764804282368686,-,21.075926023499655,0,0,-,0,-,-,-,-,11.583794271813733
25322,Guasca,-,1,-,1,-,-,-,-,-,-,-,-,1,0,15.703517587939698,-,11.362345188046813,0,0,-,0,-,-,-,-,5.679559266200942
25377,La Calera,-,1,-,1,-,1,-,1,-,-,-,-,2,0,7.964954201513342,-,5.929088106249258,0,7.580351728320195,-,5.761032377001959,-,-,-,-,5.84385226741468
25386,La Mesa,-,5,-,5,-,-,-,-,-,-,-,-,5,0,35.05328098710039,-,26.452227277536768,0,0,-,0,-,-,-,-,13.310616547758492
25394,La Palma,-,1,-,1,-,-,-,-,-,-,-,-,1,0,24.53385672227674,-,18.907165815844206,0,0,-,0,-,-,-,-,9.80392156862745
25407,Lenguazaque,-,1,-,1,-,-,-,-,-,-,-,-,1,0,26.07561929595828,-,17.24435247456458,0,0,-,0,-,-,-,-,8.910273545397844
25426,Machetá,-,1,-,1,-,-,-,-,-,-,-,-,1,0,38.595137012736394,-,29.744199881023203,0,0,-,0,-,-,-,-,15.320974413972728
25430,Madrid,-,14,-,14,-,-,-,-,-,-,-,-,14,0,30.36876355748373,-,21.524884303746866,0,0,-,0,-,-,-,-,10.588893763141574
25438,Medina,-,1,-,1,-,-,-,-,-,-,-,-,1,0,33.266799733865604,-,22.391401701746528,0,0,-,0,-,-,-,-,11.713716762328687
25473,Mosquera,-,10,-,10,-,-,-,-,-,-,-,-,10,0,18.297592036887945,-,13.05006003027614,0,0,-,0,-,-,-,-,6.382435537401073
25486,Nemocón,-,1,-,1,-,-,-,-,-,-,-,-,1,0,20.403999183840032,-,13.367196898810318,0,0,-,0,-,-,-,-,6.618571712224501
25489,Nimaima,-,1,-,1,-,-,-,-,-,-,-,-,1,0,62.03473945409429,-,48.146364949446316,0,0,-,0,-,-,-,-,25.56237218813906
25491,Nocaima,-,2,-,2,-,-,-,-,-,-,-,-,2,0,74.12898443291327,-,56.70541536716756,0,0,-,0,-,-,-,-,29.312619082515024
25513,Pacho,-,2,-,2,-,1,-,1,-,-,-,-,3,0,21.07037505267594,-,15.20796897574329,0,9.86679822397632,-,7.311544929443592,-,-,-,-,11.182346801848814
25530,Paratebueno,-,1,-,1,-,-,-,-,-,-,-,-,1,0,30.69367710251688,-,20.242914979757085,0,0,-,0,-,-,-,-,10.434056761268781
25572,Puerto Salgar,-,2,-,2,-,1,-,1,-,-,-,-,3,0,31.441597233139447,-,22.920009168003666,0,15.90836780146357,-,11.618450098756826,-,-,-,-,17.30802515432989
25612,Ricaurte,-,3,-,3,-,1,-,1,-,-,-,-,4,0,54.61496450027307,-,39.635354736424894,0,18.419598452753732,-,13.564839934888768,-,-,-,-,26.771969747674188
25649,San Bernardo,-,1,-,1,-,-,-,-,-,-,-,-,1,0,29.612081729345572,-,20.74688796680498,0,0,-,0,-,-,-,-,10.705491917353603
25658,San Francisco,-,1,-,1,-,-,-,-,-,-,-,-,1,0,22.69117313365101,-,16.49620587264929,0,0,-,0,-,-,-,-,8.120838070488874
25662,San Juan de Rioseco,1,-,-,1,-,-,-,-,-,-,-,-,1,81.83306055646482,0,-,22.060445621001545,0,0,-,0,-,-,-,-,11.266336187471834
25718,Sasaima,-,1,-,1,-,1,-,1,-,-,-,-,2,0,22.197558268590456,-,16.069419893941827,0,23.342670401493933,-,17.373175816539263,-,-,-,-,16.695884464479505
25740,Sibaté,-,1,-,1,-,-,-,-,-,-,-,-,1,0,7.375175160410059,-,5.306447333510215,0,0,-,0,-,-,-,-,2.623707823896731
25743,Silvania,-,1,-,1,-,1,-,1,-,-,-,-,2,0,11.425959780621572,-,8.120838070488874,0,11.220825852782765,-,8.259002312520646,-,-,-,-,8.189337482597658
25745,Simijaca,-,3,-,3,-,-,-,-,-,-,-,-,3,0,63.144601136602816,-,42.32505643340858,0,0,-,0,-,-,-,-,20.51983584131327
25754,Soacha,4,137,-,141,1,16,-,17,-,-,-,-,158,3.535005390883221,51.30413616192634,-,37.086817346109434,0.91436931376583,5.440733410863785,-,4.213730316302427,-,-,-,-,20.162525266962042
25769,Subachoque,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,15.470297029702971,-,11.436413540713632,-,-,-,-,5.744485294117647
25772,Suesca,-,2,-,2,-,-,-,-,-,-,-,-,2,0,30.316810671517356,-,20.65475575751317,0,0,-,0,-,-,-,-,10.264305876315113
25777,Supatá,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,48.192771084337345,-,35.549235691432635,-,-,-,-,17.352073572791948
25779,Susa,-,1,-,1,-,-,-,-,-,-,-,-,1,0,39.96802557953637,-,26.680896478121667,0,0,-,0,-,-,-,-,13.609145345672292
25781,Sutatausa,-,1,-,1,-,-,-,-,-,-,-,-,1,0,44.923629829290206,-,29.59455460195324,0,0,-,0,-,-,-,-,14.932059130954157
25785,Tabio,-,1,-,1,-,-,-,-,-,-,-,-,1,0,11.381743683132257,-,8.149959250203748,0,0,-,0,-,-,-,-,3.9726680438582553
25793,Tausa,-,2,-,2,-,-,-,-,-,-,-,-,2,0,64.20545746388443,-,42.680324370465215,0,0,-,0,-,-,-,-,22.22716159146477
25797,Tena,-,2,-,2,-,-,-,-,-,-,-,-,2,0,48.285852245292126,-,35.44842254519674,0,0,-,0,-,-,-,-,18.266508356927574
25799,Tenjo,-,1,-,1,-,-,-,-,-,-,-,-,1,0,11.279043537108054,-,8.12281699293315,0,0,-,0,-,-,-,-,3.991537939568116
25805,Tibacuy,-,1,-,1,-,-,-,-,-,-,-,-,1,0,53.361792956243335,-,39.77724741447892,0,0,-,0,-,-,-,-,20.733982998133943
25807,Tibirita,-,1,-,1,-,-,-,-,-,-,-,-,1,0,74.8502994011976,-,59.701492537313435,0,0,-,0,-,-,-,-,29.282576866764273
25815,Tocaima,-,4,-,4,-,-,-,-,-,-,-,-,4,0,61.28389765589091,-,46.14674665436087,0,0,-,0,-,-,-,-,23.160210757917895
25817,Tocancipá,-,3,-,3,-,-,-,-,-,-,-,-,3,0,18.667164457718872,-,12.664640324214794,0,0,-,0,-,-,-,-,6.310608132270347
25839,Ubalá,-,3,-,3,-,-,-,-,-,-,-,-,3,0,92.33610341643582,-,69.02899217671421,0,0,-,0,-,-,-,-,37.04618424302297
25841,Ubaque,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,38.47633705271259,-,28.612303290414882,-,-,-,-,13.609145345672292
25845,Une,-,1,-,1,-,-,-,-,-,-,-,-,1,0,33.65870077415012,-,24.81389578163772,0,0,-,0,-,-,-,-,13.048016701461377
25867,Vianí,-,1,-,1,-,-,-,-,-,-,-,-,1,0,52.96610169491525,-,39.541320680110715,0,0,-,0,-,-,-,-,20.610057708161584
25843,Villa de San Diego de Ubaté,1,3,-,4,-,-,-,-,-,-,-,-,4,13.487995683841381,18.316136516270834,-,16.81166729710419,0,0,-,0,-,-,-,-,8.201090745069095
25871,Villagómez,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,148.3679525222552,-,109.40919037199124,-,-,-,-,52.6592943654555
25873,Villapinzón,-,2,-,2,-,-,-,-,-,-,-,-,2,0,31.27443315089914,-,20.73613271124935,0,0,-,0,-,-,-,-,10.435690060005218
25875,Villeta,-,2,-,2,-,-,-,-,-,-,-,-,2,0,17.879492222420883,-,13.212657726101606,0,0,-,0,-,-,-,-,6.6039293379560835
25878,Viotá,-,3,-,3,-,1,-,1,-,-,-,-,4,0,54.45634416409512,-,40.33342296316214,0,19.630938358853555,-,14.304105278214847,-,-,-,-,27.721948853004367
25899,Zipaquirá,1,14,-,15,-,2,-,2,-,-,-,-,17,4.786521156423511,26.423071115808543,-,20.304293681303808,0,3.436662313561069,-,2.5536587545806255,-,-,-,-,11.169880745096751
94,Guainía,2,13,-,15,1,3,-,4,-,-,-,-,19,16.563146997929607,89.04719501335708,-,56.23453550273674,8.684324793747287,22.622728301033106,-,16.144656118824667,-,-,-,-,36.929057337220605
94343,Barranco Minas,-,1,-,1,-,-,-,-,-,-,-,-,1,0,56.91519635742743,-,23.364485981308412,0,0,-,0,-,-,-,-,12.457954403886882
94001,Inírida,-,5,-,5,-,-,-,-,-,-,-,-,5,0,47.37540269092287,-,28.302954828484093,0,0,-,0,-,-,-,-,14.534461207523037
94888,Morichal,2,7,-,9,1,3,-,4,-,-,-,-,13,823.045267489712,2702.702702702703,-,1792.8286852589642,378.7878787878788,1485.148514851485,-,858.3690987124463,-,-,-,-,1342.9752066115702
95,Guaviare,1,34,-,35,2,8,-,10,-,-,-,-,45,5.946717411988582,114.13609050320588,-,75.0992382791546,12.450199203187251,30.98253359668487,-,23.874895547331977,-,-,-,-,50.85320375183637
95015,Calamar,-,6,-,6,1,4,-,5,-,-,-,-,11,0,157.89473684210526,-,104.76689366160294,55.99104143337066,144.4564824846515,-,109.76948408342481,-,-,-,-,106.98307722233028
95025,El Retorno,-,10,-,10,-,2,-,2,-,-,-,-,12,0,217.9598953792502,-,132.9787234042553,0,53.276505061267976,-,30.816640986132512,-,-,-,-,85.65310492505353
95200,Miraflores,-,1,-,1,-,-,-,-,-,-,-,-,1,0,34.24657534246575,-,22.888532845044633,0,0,-,0,-,-,-,-,13.900472616068948
95001,San José del Guaviare,1,17,-,18,1,2,-,3,-,-,-,-,21,9.51655881233346,91.98636437422218,-,62.09251785159888,9.83284169124877,11.207621182404035,-,10.708548991611636,-,-,-,-,36.83952003368184
41,Huila,10,282,-,292,4,20,-,24,-,-,-,-,316,5.34627845556708,74.79372051018866,-,51.76543168292609,2.254308547210857,5.122780235289296,-,4.2264608145446605,-,-,-,-,27.916822005523294
41006,Acevedo,-,11,-,11,-,-,-,-,-,-,-,-,11,0,135.3846153846154,-,83.84146341463415,0,0,-,0,-,-,-,-,43.1203449627597
41016,Aipe,-,2,-,2,-,-,-,-,-,-,-,-,2,0,36.609921288669234,-,24.186721489902045,0,0,-,0,-,-,-,-,11.986814504045551
41020,Algeciras,-,21,-,21,-,2,-,2,-,-,-,-,23,0,270.13120658605607,-,179.15031564579425,0,27.427317608337905,-,18.11922449719152,-,-,-,-,101.05448154657294
41078,Baraya,-,2,-,2,-,-,-,-,-,-,-,-,2,0,61.97706848466068,-,44.14036636504083,0,0,-,0,-,-,-,-,23.98944464435648
41132,Campoalegre,-,20,-,20,-,1,-,1,-,-,-,-,21,0,186.34119072020871,-,127.26694241170856,0,8.903926631644556,-,6.289703754953141,-,-,-,-,66.42626684380338
41206,Colombia,-,4,-,4,-,-,-,-,-,-,-,-,4,0,152.73004963726615,-,103.62694300518135,0,0,-,0,-,-,-,-,56.16399887672002
41298,Garzón,-,11,-,11,-,2,-,2,-,-,-,-,13,0,45.11154855643044,-,29.550033579583616,0,7.858854964831624,-,5.328644126502011,-,-,-,-,17.389443270285454
41306,Gigante,1,4,-,5,-,-,-,-,-,-,-,-,5,25.680534155110426,47.22550177095632,-,40.439987059204135,0,0,-,0,-,-,-,-,20.056961771430863
41319,Guadalupe,-,3,-,3,1,-,-,1,-,-,-,-,4,0,49.488617617947874,-,32.03074951953875,31.04625892579944,0,-,11.001100110011,-,-,-,-,21.673168617251843
41349,Hobo,-,3,-,3,-,-,-,-,-,-,-,-,3,0,121.60518848804216,-,79.30214115781126,0,0,-,0,-,-,-,-,40.27926960257788
41357,Íquira,-,4,-,4,-,-,-,-,-,-,-,-,4,0,131.6655694535879,-,83.59456635318705,0,0,-,0,-,-,-,-,42.45383145828911
41359,Isnos,-,9,-,9,-,2,-,2,-,-,-,-,11,0,102.22626079054976,-,68.90215893431328,0,23.08669052291354,-,15.536394002951914,-,-,-,-,42.41372662425294
41396,La Plata,1,14,-,15,-,1,-,1,-,-,-,-,16,8.442380751371887,69.86725222078053,-,47.047015650973876,0,5.043373007867662,-,3.22362270719835,-,-,-,-,25.43558438255119
41483,Nátaga,-,1,-,1,-,-,-,-,-,-,-,-,1,0,47.01457451810061,-,29.446407538280326,0,0,-,0,-,-,-,-,15.08978421608571
41001,Neiva,4,89,-,93,1,4,-,5,-,-,-,-,98,7.281465030764189,73.39419278757741,-,52.78182942955896,1.9081420420936135,2.8819274330672355,-,2.615021730830583,-,-,-,-,26.673924877517695
41503,Oporapa,-,1,-,1,-,-,-,-,-,-,-,-,1,0,27.35229759299781,-,16.38806948541462,0,0,-,0,-,-,-,-,8.319467554076539
41518,Paicol,-,2,-,2,-,2,-,2,-,-,-,-,4,0,89.64589870013447,-,57.920648711265564,0,89.4054537326777,-,60.150375939849624,-,-,-,-,59.01445854234287
41524,Palermo,-,3,-,3,-,-,-,-,-,-,-,-,3,0,31.7225335730147,-,21.759628635671284,0,0,-,0,-,-,-,-,11.06725200132807
41548,Pital,-,-,-,-,1,-,-,1,-,-,-,-,1,0,0,-,0,38.85003885003885,0,-,14.37607820586544,-,-,-,-,7.121999857560002
41551,Pitalito,4,41,-,45,-,6,-,6,-,-,-,-,51,18.331805682859763,96.11552617389879,-,69.79232904756735,0,13.5189941868325,-,9.197798660187328,-,-,-,-,39.31847968545216
41615,Rivera,-,2,-,2,-,-,-,-,-,-,-,-,2,0,20.53177291859152,-,14.751438265230862,0,0,-,0,-,-,-,-,7.892036934732854
41660,Saladoblanco,-,3,-,3,-,-,-,-,-,-,-,-,3,0,91.57509157509158,-,54.794520547945204,0,0,-,0,-,-,-,-,28.15843814529754
41668,San Agustín,-,3,-,3,1,-,-,1,-,-,-,-,4,0,25.54931016862545,-,17.33102253032929,19.584802193497843,0,-,5.9880239520958085,-,-,-,-,11.761246692149369
41676,Santa María,-,2,-,2,-,-,-,-,-,-,-,-,2,0,55.959709009513155,-,36.51634106262553,0,0,-,0,-,-,-,-,18.960940462646946
41770,Suaza,-,9,-,9,-,-,-,-,-,-,-,-,9,0,119.23688394276628,-,76.11637347767252,0,0,-,0,-,-,-,-,39.26701570680628
41791,Tarqui,-,4,-,4,-,-,-,-,-,-,-,-,4,0,67.93478260869566,-,43.89815627743635,0,0,-,0,-,-,-,-,22.378874342620566
41799,Tello,-,4,-,4,-,-,-,-,-,-,-,-,4,0,96.26955475330927,-,63.673989175421845,0,0,-,0,-,-,-,-,33.621921492813314
41801,Teruel,-,1,-,1,-,-,-,-,-,-,-,-,1,0,35.49875754348598,-,23.63507445048452,0,0,-,0,-,-,-,-,12.254901960784313
41797,Tesalia,-,1,-,1,-,-,-,-,-,-,-,-,1,0,26.831231553528305,-,17.828489926903192,0,0,-,0,-,-,-,-,9.078529278256921
41807,Timaná,-,4,-,4,-,-,-,-,-,-,-,-,4,0,52.12405525149857,-,35.07848811716215,0,0,-,0,-,-,-,-,17.976720147409104
41872,Villavieja,-,2,-,2,-,-,-,-,-,-,-,-,2,0,74.87832272557095,-,53.13496280552603,0,0,-,0,-,-,-,-,27.40101383751199
41885,Yaguará,-,2,-,2,-,-,-,-,-,-,-,-,2,0,69.75933031042902,-,50.03752814610958,0,0,-,0,-,-,-,-,25.35496957403651
